loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
15000,36 months,12.42,2.0,MORTGAGE,150000.0,other,NJ,19.46,0.0,68.7,27.0,1,16.0,not verified
6000,36 months,13.67,1.0,RENT,57000.0,debt_consolidation,FL,19.37,0.0,92.1,16.0,1,13.0,not verified
20950,36 months,16.55,,OWN,45722.0,debt_consolidation,AL,35.54,0.0,78.9,26.0,0,18.0,verified
21000,60 months,15.61,2.0,MORTGAGE,46900.0,debt_consolidation,IL,27.15,1.0,69.0,32.0,1,14.0,verified
11800,36 months,21.15,2.0,RENT,60000.0,credit_card,CA,10.68,0.0,90.9,16.0,0,21.0,not verified
16000,60 months,17.57,2.0,MORTGAGE,63000.0,debt_consolidation,CA,31.83,0.0,69.4,22.0,0,12.0,verified
6625,36 months,22.9,2.0,RENT,32000.0,other,VA,20.59,0.0,23.8,23.0,0,12.0,not verified
13000,36 months,12.35,10.0,MORTGAGE,68771.0,debt_consolidation,CA,23.57,1.0,50.3,45.0,0,23.0,verified
1000,36 months,10.0,5.0,MORTGAGE,52000.0,debt_consolidation,SC,17.330000000000002,3.0,29.6,32.0,0,14.0,not verified
20000,36 months,6.03,2.0,RENT,127000.0,debt_consolidation,CA,8.83,0.0,18.2,19.0,0,16.0,verified
9000,36 months,6.76,0.0,MORTGAGE,79000.0,debt_consolidation,AZ,14.95,0.0,21.8,26.0,0,12.0,not verified
18000,36 months,10.99,2.0,RENT,110000.0,credit_card,NY,16.78,0.0,71.8,12.0,0,7.0,not verified
20000,36 months,13.65,2.0,RENT,72000.0,debt_consolidation,CT,9.15,0.0,66.5,11.0,0,9.0,verified
10000,36 months,16.29,10.0,MORTGAGE,52000.0,debt_consolidation,CO,30.32,1.0,67.2,34.0,0,14.0,verified
8800,36 months,14.09,10.0,MORTGAGE,49234.36,debt_consolidation,CA,17.26,0.0,69.9,21.0,0,8.0,not verified
9750,36 months,15.31,10.0,MORTGAGE,44000.0,credit_card,NV,27.93,0.0,48.5,48.0,1,16.0,verified
12000,36 months,12.12,,MORTGAGE,45500.0,credit_card,FL,11.95,0.0,66.4,28.0,0,9.0,verified
20000,60 months,20.49,9.0,MORTGAGE,90000.0,debt_consolidation,NY,11.91,1.0,26.700000000000006,21.0,1,9.0,verified
15000,36 months,12.49,7.0,MORTGAGE,96000.0,debt_consolidation,GA,14.83,0.0,83.7,11.0,0,18.0,not verified
24000,60 months,20.49,1.0,RENT,74000.0,debt_consolidation,CA,16.22,2.0,38.90000000000001,26.0,1,14.0,verified
20375,36 months,13.05,10.0,MORTGAGE,57000.0,debt_consolidation,NJ,22.38,0.0,64.4,20.0,0,11.0,verified
10000,36 months,8.9,10.0,OWN,115000.0,debt_consolidation,LA,26.54,0.0,82.0,30.0,0,19.0,not verified
6800,36 months,13.49,5.0,RENT,60000.0,other,NY,5.5,0.0,54.90000000000001,27.0,0,11.0,verified
28000,60 months,19.72,5.0,MORTGAGE,145000.0,debt_consolidation,SC,4.75,0.0,94.1,14.0,0,12.0,verified
25000,60 months,19.200000000000003,10.0,MORTGAGE,60000.0,debt_consolidation,MD,24.16,0.0,60.90000000000001,30.0,0,13.0,verified
20000,36 months,13.99,6.0,RENT,66000.0,debt_consolidation,CA,27.21,0.0,46.7,39.0,0,14.0,not verified
16500,36 months,18.25,2.0,MORTGAGE,67000.0,debt_consolidation,WI,12.75,0.0,65.60000000000001,22.0,0,7.0,not verified
1600,36 months,7.88,3.0,MORTGAGE,45600.0,small_business,CA,7.74,0.0,26.3,14.0,0,10.0,not verified
6000,36 months,6.62,4.0,RENT,35000.0,other,WV,11.04,0.0,33.0,15.0,0,11.0,not verified
12000,60 months,19.47,1.0,OWN,67000.0,home_improvement,NY,3.8,1.0,24.8,17.0,0,11.0,verified
7000,36 months,11.67,1.0,RENT,34400.0,debt_consolidation,AZ,9.63,4.0,41.0,26.0,1,11.0,not verified
13000,36 months,15.31,8.0,MORTGAGE,60000.0,debt_consolidation,CA,28.36,0.0,71.8,23.0,0,10.0,verified
25000,36 months,10.99,0.0,MORTGAGE,76000.0,debt_consolidation,MD,13.97,0.0,95.0,21.0,1,12.0,verified
29175,60 months,23.4,10.0,MORTGAGE,68000.0,debt_consolidation,HI,24.83,0.0,55.7,17.0,1,10.0,verified
9600,36 months,8.9,2.0,MORTGAGE,55000.0,credit_card,CO,18.59,0.0,57.3,22.0,0,19.0,not verified
7500,36 months,18.25,6.0,MORTGAGE,25000.0,debt_consolidation,NC,14.4,0.0,68.5,20.0,0,17.0,verified
25000,36 months,12.73,10.0,OWN,93000.0,home_improvement,MA,8.83,0.0,15.3,35.0,1,22.0,verified
22000,36 months,6.17,9.0,MORTGAGE,90996.0,debt_consolidation,FL,17.46,0.0,32.300000000000004,30.0,0,13.0,verified
18000,36 months,11.67,4.0,MORTGAGE,125000.0,credit_card,MO,14.64,0.0,85.9,25.0,0,9.0,not verified
6500,60 months,7.88,10.0,MORTGAGE,118200.0,car,OH,8.31,0.0,27.4,39.0,0,32.0,not verified
25000,36 months,15.31,5.0,MORTGAGE,80000.0,credit_card,TN,1.95,0.0,24.1,12.0,0,5.0,verified
10000,36 months,13.98,0.0,RENT,22880.0,debt_consolidation,IL,8.71,0.0,32.9,40.0,0,8.0,verified
14000,36 months,12.42,6.0,OWN,52000.0,debt_consolidation,CA,13.82,0.0,78.60000000000001,24.0,0,21.0,not verified
16000,60 months,10.16,3.0,MORTGAGE,260000.0,home_improvement,NY,13.71,0.0,14.0,49.0,0,19.0,verified
12000,36 months,13.66,,MORTGAGE,63000.0,debt_consolidation,MN,16.38,0.0,40.6,31.0,0,25.0,verified
30250,36 months,16.29,,OWN,70000.0,credit_card,NV,26.26,0.0,80.2,22.0,0,30.0,verified
5000,36 months,6.49,,MORTGAGE,96000.0,debt_consolidation,CA,26.91,0.0,80.0,41.0,0,34.0,verified
3500,36 months,6.76,6.0,OWN,65000.0,car,TX,24.94,0.0,0.5,37.0,0,12.0,not verified
4500,36 months,6.62,1.0,RENT,16300.0,debt_consolidation,FL,13.25,0.0,14.7,17.0,0,6.0,verified
6700,36 months,13.11,4.0,MORTGAGE,40000.0,debt_consolidation,WA,14.64,0.0,51.2,15.0,1,6.0,not verified
30000,36 months,21.0,10.0,MORTGAGE,118000.0,credit_card,PA,16.91,0.0,85.60000000000001,39.0,1,20.0,verified
8000,36 months,12.39,3.0,RENT,27300.0,other,CA,18.9,0.0,14.5,35.0,0,12.0,verified
11400,36 months,6.62,5.0,MORTGAGE,90000.0,debt_consolidation,NV,8.17,0.0,38.8,37.0,0,11.0,verified
11000,36 months,10.99,5.0,OWN,48000.0,credit_card,NV,23.9,0.0,32.4,30.0,0,14.0,not verified
3600,36 months,10.15,,MORTGAGE,52650.0,home_improvement,UT,22.13,0.0,11.0,47.0,0,37.0,verified
8000,36 months,8.49,1.0,MORTGAGE,115000.0,other,NY,4.5,0.0,56.7,24.0,0,7.0,not verified
8000,36 months,18.49,1.0,MORTGAGE,45600.0,home_improvement,OH,21.71,1.0,83.2,28.0,0,12.0,not verified
6400,36 months,10.71,0.0,RENT,55000.0,debt_consolidation,NY,6.11,0.0,46.8,11.0,0,10.0,not verified
14800,60 months,17.8,4.0,MORTGAGE,81000.0,debt_consolidation,VA,17.81,0.0,75.60000000000001,32.0,0,13.0,verified
5000,36 months,10.99,4.0,RENT,106000.0,other,CA,12.15,0.0,51.0,32.0,0,21.0,not verified
5900,36 months,7.66,9.0,MORTGAGE,84000.0,car,DE,17.34,0.0,52.8,31.0,0,12.0,not verified
16800,60 months,13.11,4.0,MORTGAGE,92763.84,credit_card,CA,15.02,0.0,82.2,16.0,0,11.0,verified
3000,36 months,17.77,0.0,RENT,28080.0,credit_card,FL,22.15,0.0,55.2,15.0,0,11.0,not verified
16000,36 months,8.19,2.0,MORTGAGE,131000.0,debt_consolidation,MD,14.0,0.0,50.2,33.0,0,11.0,verified
2500,36 months,5.42,1.0,RENT,26940.0,car,CA,0.36,0.0,0.2,13.0,0,6.0,verified
12000,36 months,10.38,3.0,OWN,56600.0,home_improvement,FL,6.51,0.0,28.700000000000003,52.0,1,15.0,verified
8500,36 months,5.42,9.0,MORTGAGE,120000.0,credit_card,MA,3.0700000000000003,0.0,49.0,27.0,0,35.0,verified
5875,36 months,15.61,8.0,RENT,85000.0,debt_consolidation,CA,13.47,0.0,74.0,24.0,0,21.0,verified
7000,60 months,14.27,4.0,MORTGAGE,45996.0,other,KY,12.18,0.0,67.10000000000001,16.0,1,13.0,verified
10000,36 months,7.8900000000000015,1.0,RENT,54000.0,credit_card,NY,15.43,0.0,50.6,23.0,0,7.0,not verified
6000,36 months,6.03,1.0,RENT,58500.0,debt_consolidation,NY,8.53,0.0,8.9,20.0,0,7.0,not verified
35000,36 months,15.31,8.0,MORTGAGE,110000.0,debt_consolidation,WI,11.8,0.0,84.4,14.0,0,17.0,verified
10000,36 months,17.57,,MORTGAGE,71000.0,debt_consolidation,NM,6.54,0.0,42.40000000000001,25.0,0,46.0,verified
16950,36 months,13.11,2.0,RENT,45000.0,credit_card,NY,20.29,0.0,50.8,25.0,0,15.0,not verified
22750,36 months,12.12,10.0,MORTGAGE,62542.0,debt_consolidation,CA,19.38,1.0,63.3,30.0,0,43.0,verified
6000,36 months,7.9,,RENT,30000.0,debt_consolidation,CA,16.400000000000002,0.0,34.800000000000004,19.0,0,25.0,verified
1925,36 months,13.11,10.0,MORTGAGE,64000.0,debt_consolidation,SC,23.14,0.0,86.4,40.0,0,20.0,verified
18000,36 months,11.49,3.0,MORTGAGE,350000.0,home_improvement,MA,9.73,0.0,26.9,31.0,0,19.0,verified
22250,60 months,15.88,,MORTGAGE,61558.0,credit_card,CA,31.97,0.0,66.0,31.0,0,38.0,verified
1800,36 months,11.58,2.0,RENT,45996.0,major_purchase,CA,17.3,0.0,89.80000000000001,13.0,0,7.0,verified
18000,60 months,22.95,10.0,MORTGAGE,108000.0,debt_consolidation,CA,17.400000000000002,0.0,63.5,33.0,0,13.0,verified
32000,60 months,15.65,10.0,MORTGAGE,104000.0,credit_card,MI,5.3500000000000005,0.0,29.3,27.0,0,16.0,verified
10625,36 months,14.33,2.0,RENT,50000.0,debt_consolidation,CA,7.27,0.0,55.40000000000001,10.0,1,4.0,not verified
16000,36 months,16.7,0.0,MORTGAGE,150000.0,debt_consolidation,PA,15.7,0.0,96.5,41.0,0,17.0,verified
18200,60 months,16.490000000000002,9.0,MORTGAGE,56000.0,debt_consolidation,IN,27.13,0.0,60.6,18.0,0,13.0,verified
7500,60 months,14.16,8.0,MORTGAGE,66650.0,debt_consolidation,WA,10.55,0.0,60.2,17.0,0,9.0,verified
21000,60 months,16.29,4.0,OWN,190000.0,credit_card,NY,9.67,1.0,25.1,41.0,0,20.0,verified
2800,36 months,21.74,1.0,RENT,23000.0,debt_consolidation,SD,4.7,0.0,99.4,8.0,1,3.0,verified
8825,36 months,11.49,0.0,RENT,50000.0,debt_consolidation,CT,21.1,0.0,84.2,19.0,0,7.0,verified
9600,36 months,10.64,6.0,MORTGAGE,49000.0,debt_consolidation,VA,14.96,0.0,51.0,33.0,0,8.0,not verified
7000,36 months,12.12,1.0,RENT,35000.0,major_purchase,CA,16.42,0.0,50.6,22.0,0,8.0,not verified
14000,36 months,14.09,10.0,MORTGAGE,65000.0,credit_card,MN,7.31,0.0,58.7,9.0,0,5.0,not verified
7700,36 months,6.03,1.0,MORTGAGE,62000.0,debt_consolidation,IL,20.62,0.0,5.4,33.0,0,14.0,not verified
24000,36 months,10.38,10.0,MORTGAGE,160000.0,debt_consolidation,NY,10.93,0.0,49.400000000000006,33.0,1,20.0,verified
13000,60 months,20.03,10.0,OWN,42000.0,debt_consolidation,NJ,20.11,0.0,96.6,15.0,0,13.0,verified
14700,60 months,16.29,2.0,MORTGAGE,35000.0,debt_consolidation,NC,25.99,0.0,38.40000000000001,15.0,0,9.0,verified
13800,36 months,8.9,7.0,MORTGAGE,48000.0,home_improvement,KY,4.17,0.0,27.9,20.0,0,12.0,verified
5100,36 months,12.12,10.0,RENT,91000.0,debt_consolidation,IL,18.01,0.0,84.4,41.0,1,16.0,not verified
8000,36 months,21.15,2.0,OWN,145000.0,other,NY,13.04,0.0,68.4,23.0,0,12.0,verified
11500,36 months,7.05,1.0,RENT,74500.0,car,AR,16.38,0.0,67.60000000000001,40.0,0,12.0,not verified
28000,60 months,16.29,10.0,MORTGAGE,103000.0,debt_consolidation,PA,14.64,0.0,71.4,19.0,0,25.0,verified
25000,60 months,21.15,10.0,MORTGAGE,96000.0,debt_consolidation,NY,24.45,0.0,46.8,56.0,0,22.0,verified
5000,36 months,13.35,10.0,MORTGAGE,35000.0,home_improvement,CO,19.27,0.0,67.60000000000001,13.0,0,9.0,verified
6000,36 months,10.39,4.0,RENT,39684.0,credit_card,PA,13.88,0.0,65.4,27.0,0,8.0,not verified
30000,60 months,18.62,10.0,MORTGAGE,93468.0,debt_consolidation,FL,18.87,1.0,66.3,36.0,1,29.0,verified
12000,36 months,6.03,5.0,MORTGAGE,36000.0,debt_consolidation,KS,23.63,0.0,42.5,22.0,0,18.0,verified
22500,60 months,16.77,4.0,RENT,48500.0,credit_card,CA,10.91,0.0,84.5,12.0,0,19.0,verified
6000,36 months,15.31,6.0,RENT,41000.0,debt_consolidation,VA,14.91,0.0,89.30000000000001,18.0,1,7.0,verified
4000,36 months,12.61,2.0,MORTGAGE,143123.0,debt_consolidation,KS,10.92,1.0,16.8,36.0,0,11.0,verified
10000,36 months,7.74,0.0,OWN,36000.0,other,PA,22.37,0.0,5.2,27.0,0,16.0,not verified
3600,36 months,13.49,3.0,RENT,36000.0,credit_card,NY,22.97,0.0,58.400000000000006,9.0,0,7.0,not verified
17475,36 months,7.9,9.0,MORTGAGE,90000.0,home_improvement,NY,6.4,0.0,0.1,18.0,0,9.0,not verified
18000,36 months,13.98,8.0,RENT,83250.0,credit_card,CA,17.76,0.0,83.0,13.0,0,10.0,verified
12500,36 months,7.62,3.0,RENT,100000.0,debt_consolidation,CA,6.69,0.0,20.3,26.0,0,9.0,not verified
9000,36 months,12.87,6.0,OWN,55000.0,debt_consolidation,GA,4.43,1.0,28.8,20.0,0,14.0,not verified
5750,36 months,9.67,8.0,RENT,60000.0,debt_consolidation,WA,8.68,1.0,2.5,32.0,0,12.0,verified
10000,36 months,17.56,10.0,RENT,56000.0,debt_consolidation,TX,23.98,0.0,62.3,32.0,0,21.0,not verified
11500,36 months,14.09,4.0,RENT,35000.0,debt_consolidation,CA,15.21,0.0,58.2,8.0,0,9.0,not verified
18150,36 months,18.24,7.0,RENT,91119.0,other,CA,19.14,0.0,75.10000000000001,22.0,0,12.0,verified
2100,36 months,12.53,9.0,MORTGAGE,68000.0,debt_consolidation,GA,8.33,0.0,72.0,27.0,0,15.0,not verified
16000,36 months,12.12,3.0,OWN,48000.0,debt_consolidation,NY,11.35,0.0,55.1,24.0,0,12.0,verified
8000,36 months,19.05,10.0,RENT,55200.0,debt_consolidation,NC,12.93,1.0,96.7,11.0,1,30.0,verified
9700,36 months,14.33,10.0,RENT,60000.0,debt_consolidation,NY,19.8,0.0,54.90000000000001,27.0,0,18.0,verified
21050,60 months,21.98,4.0,MORTGAGE,80000.0,debt_consolidation,GA,18.3,1.0,82.9,28.0,0,19.0,verified
8000,36 months,12.35,3.0,MORTGAGE,38000.0,debt_consolidation,MN,15.51,0.0,68.3,10.0,0,5.0,not verified
10000,36 months,15.27,10.0,RENT,59000.0,debt_consolidation,NV,17.57,1.0,83.9,24.0,0,18.0,not verified
8000,36 months,13.49,10.0,MORTGAGE,98000.0,credit_card,MA,9.55,0.0,81.30000000000001,16.0,0,11.0,not verified
15000,36 months,10.16,10.0,MORTGAGE,95000.0,credit_card,OR,14.48,1.0,99.0,19.0,0,23.0,verified
20000,60 months,17.27,0.0,RENT,75000.0,debt_consolidation,MA,27.86,0.0,80.10000000000001,29.0,0,11.0,verified
24000,60 months,19.03,0.0,RENT,70000.0,credit_card,TX,17.67,0.0,85.80000000000001,12.0,0,5.0,verified
5000,36 months,16.77,10.0,RENT,85000.0,debt_consolidation,NV,7.72,1.0,86.60000000000001,19.0,0,11.0,verified
16000,36 months,16.28,2.0,RENT,55200.0,debt_consolidation,CA,7.96,0.0,70.9,22.0,0,11.0,not verified
7700,36 months,15.23,4.0,RENT,63000.0,debt_consolidation,MA,21.79,0.0,86.30000000000001,14.0,0,16.0,verified
30000,60 months,23.63,3.0,MORTGAGE,80000.0,other,CA,15.56,0.0,60.3,16.0,0,8.0,verified
4500,36 months,15.05,1.0,RENT,12000.0,debt_consolidation,IL,5.800000000000001,0.0,67.2,6.0,0,4.0,not verified
8000,36 months,14.84,10.0,MORTGAGE,95000.0,vacation,MO,20.21,0.0,93.8,55.0,0,13.0,not verified
10000,36 months,10.74,10.0,MORTGAGE,100000.0,credit_card,NJ,10.46,0.0,65.3,15.0,0,14.0,verified
12000,36 months,7.69,0.0,RENT,53000.0,debt_consolidation,IL,25.62,0.0,14.3,38.0,0,7.0,not verified
35000,36 months,15.81,10.0,MORTGAGE,400000.0,small_business,NC,5.83,0.0,90.8,31.0,0,31.0,verified
7000,36 months,6.62,5.0,RENT,55000.0,debt_consolidation,NY,16.8,0.0,22.4,15.0,0,9.0,not verified
11200,36 months,13.98,10.0,MORTGAGE,54000.0,home_improvement,FL,8.53,1.0,36.0,31.0,0,22.0,not verified
23675,60 months,21.0,10.0,MORTGAGE,60000.0,major_purchase,AL,22.8,0.0,49.5,29.0,1,12.0,verified
8000,36 months,12.39,7.0,MORTGAGE,125000.0,debt_consolidation,CA,19.59,0.0,79.0,35.0,0,15.0,not verified
16000,36 months,14.49,3.0,RENT,86000.0,vacation,NY,6.49,0.0,55.8,8.0,0,7.0,verified
14000,36 months,11.99,0.0,RENT,105000.0,credit_card,AK,18.51,0.0,97.1,28.0,0,14.0,verified
7200,36 months,10.65,5.0,RENT,24000.0,credit_card,NY,20.95,0.0,61.6,22.0,0,9.0,not verified
15000,36 months,8.9,10.0,RENT,78000.0,debt_consolidation,VA,21.03,0.0,51.1,17.0,1,14.0,verified
23675,60 months,20.49,10.0,RENT,60000.0,credit_card,CA,31.82,0.0,70.4,27.0,1,22.0,verified
13000,36 months,18.25,10.0,RENT,46000.0,credit_card,CA,12.52,0.0,47.2,23.0,0,9.0,verified
9000,36 months,12.49,10.0,RENT,25000.0,debt_consolidation,FL,16.61,0.0,68.8,12.0,0,11.0,verified
16425,36 months,13.11,10.0,RENT,75000.0,other,FL,20.78,8.0,54.3,27.0,0,14.0,verified
1000,36 months,15.1,1.0,RENT,20393.0,debt_consolidation,CA,29.66,0.0,80.5,20.0,0,5.0,verified
3500,36 months,11.71,0.0,RENT,33000.0,medical,OH,19.96,0.0,50.400000000000006,8.0,0,12.0,verified
35000,60 months,21.15,10.0,RENT,150000.0,debt_consolidation,MD,12.96,0.0,36.1,23.0,1,23.0,verified
7000,36 months,14.49,10.0,MORTGAGE,68000.0,credit_card,GA,21.48,0.0,53.3,21.0,0,16.0,verified
14400,36 months,15.31,10.0,OWN,36000.0,debt_consolidation,CA,27.17,0.0,60.7,23.0,1,17.0,not verified
3000,36 months,13.49,4.0,RENT,30000.0,debt_consolidation,CT,6.2,2.0,30.6,8.0,0,5.0,not verified
10000,36 months,15.81,4.0,RENT,73000.0,debt_consolidation,CA,21.07,0.0,85.7,46.0,0,16.0,verified
17000,36 months,14.16,10.0,MORTGAGE,62500.0,credit_card,AZ,31.22,0.0,93.9,17.0,0,15.0,verified
9000,36 months,11.99,10.0,RENT,90000.0,debt_consolidation,OH,10.91,1.0,27.6,38.0,0,11.0,verified
20000,60 months,17.77,10.0,MORTGAGE,60000.0,debt_consolidation,PA,17.150000000000002,0.0,68.5,11.0,0,21.0,verified
12500,36 months,9.17,7.0,RENT,35000.0,credit_card,CA,28.16,0.0,45.3,30.0,0,9.0,not verified
6000,36 months,12.69,10.0,MORTGAGE,97000.0,credit_card,CT,9.77,0.0,32.0,63.0,0,11.0,not verified
4000,36 months,11.49,6.0,MORTGAGE,36000.0,home_improvement,PA,24.33,1.0,65.3,18.0,0,16.0,not verified
35000,60 months,23.5,9.0,RENT,123480.0,debt_consolidation,KS,14.6,2.0,71.0,24.0,1,24.0,verified
16000,60 months,21.48,4.0,OWN,45600.0,debt_consolidation,WI,13.82,0.0,80.9,32.0,0,17.0,verified
12500,36 months,10.15,10.0,MORTGAGE,66435.0,credit_card,OH,19.98,0.0,48.1,35.0,0,17.0,not verified
3975,36 months,15.61,0.0,MORTGAGE,45000.0,credit_card,FL,13.43,0.0,34.9,14.0,0,12.0,not verified
10000,36 months,11.99,10.0,MORTGAGE,192000.0,major_purchase,CA,0.39,0.0,33.4,21.0,0,17.0,verified
4000,36 months,9.96,1.0,RENT,35000.0,other,NJ,5.83,0.0,3.0,7.0,1,6.0,not verified
10000,36 months,18.85,0.0,RENT,60000.0,debt_consolidation,TX,9.64,0.0,83.7,9.0,0,3.0,not verified
16000,36 months,15.8,10.0,MORTGAGE,52000.0,credit_card,OR,7.6400000000000015,0.0,80.5,15.0,0,15.0,not verified
21000,36 months,11.14,0.0,MORTGAGE,200000.0,debt_consolidation,TX,29.76,0.0,60.3,47.0,0,15.0,verified
26500,36 months,10.16,0.0,RENT,150000.0,credit_card,NY,5.25,1.0,46.6,25.0,0,12.0,verified
8900,36 months,10.16,10.0,RENT,34200.0,credit_card,WA,18.0,0.0,49.3,12.0,0,12.0,verified
8000,36 months,10.51,1.0,MORTGAGE,45000.0,small_business,MN,11.41,0.0,6.9,18.0,0,10.0,verified
1500,36 months,6.76,2.0,OWN,25000.0,vacation,TX,5.09,0.0,0.4,18.0,0,10.0,verified
24125,60 months,21.0,4.0,RENT,62000.0,debt_consolidation,NY,13.61,0.0,62.6,33.0,0,15.0,verified
15300,36 months,12.12,1.0,RENT,50000.0,debt_consolidation,NY,15.77,0.0,48.6,26.0,0,11.0,not verified
24000,60 months,19.69,1.0,MORTGAGE,82000.0,debt_consolidation,TX,23.68,0.0,92.0,25.0,0,12.0,verified
4125,36 months,17.1,0.0,RENT,15000.0,credit_card,MD,12.8,0.0,59.6,13.0,1,7.0,not verified
12000,36 months,12.12,2.0,MORTGAGE,70000.0,debt_consolidation,TX,26.35,0.0,67.10000000000001,35.0,0,20.0,not verified
21000,60 months,15.31,3.0,MORTGAGE,88000.0,debt_consolidation,NJ,16.72,0.0,34.800000000000004,34.0,1,19.0,verified
3000,36 months,11.55,10.0,MORTGAGE,50000.0,debt_consolidation,OH,22.06,0.0,94.2,16.0,0,10.0,not verified
17600,36 months,18.55,0.0,RENT,80000.0,debt_consolidation,NV,9.44,0.0,92.6,11.0,0,15.0,verified
9000,36 months,7.9,10.0,RENT,60767.0,debt_consolidation,CA,18.72,0.0,36.2,27.0,0,23.0,not verified
8975,36 months,20.5,10.0,MORTGAGE,70000.0,credit_card,NY,18.03,0.0,62.7,20.0,1,14.0,verified
12000,36 months,7.88,0.0,RENT,75000.0,other,MD,20.31,1.0,25.6,27.0,0,14.0,verified
25000,36 months,10.16,5.0,OWN,67000.0,debt_consolidation,CA,11.62,0.0,56.5,13.0,0,9.0,not verified
15000,36 months,10.74,10.0,MORTGAGE,65000.0,debt_consolidation,PA,24.83,0.0,24.4,30.0,0,11.0,verified
11875,60 months,23.700000000000003,0.0,MORTGAGE,58000.0,debt_consolidation,MN,7.86,1.0,85.30000000000001,10.0,0,13.0,verified
8000,36 months,12.49,8.0,OWN,45000.0,home_improvement,CA,26.3,0.0,83.7,17.0,0,11.0,not verified
4500,36 months,11.99,1.0,MORTGAGE,80000.0,debt_consolidation,TX,17.330000000000002,0.0,86.4,19.0,0,12.0,not verified
8200,36 months,14.09,8.0,MORTGAGE,76000.0,debt_consolidation,IL,15.36,1.0,47.7,28.0,0,14.0,verified
17950,36 months,12.49,4.0,RENT,65000.0,debt_consolidation,MO,12.7,0.0,46.90000000000001,20.0,0,18.0,not verified
1000,36 months,6.76,6.0,OWN,42900.0,home_improvement,FL,2.41,0.0,1.0,25.0,0,43.0,not verified
12000,36 months,6.03,0.0,MORTGAGE,81000.0,debt_consolidation,NV,10.58,0.0,45.5,22.0,0,14.0,verified
6600,36 months,17.57,8.0,RENT,75000.0,debt_consolidation,CA,24.34,0.0,46.90000000000001,25.0,1,10.0,verified
5000,36 months,6.62,2.0,MORTGAGE,65000.0,car,NJ,18.54,0.0,14.8,28.0,0,15.0,not verified
35000,36 months,15.61,10.0,MORTGAGE,275000.0,debt_consolidation,CA,13.27,1.0,51.8,43.0,0,17.0,verified
20000,36 months,12.99,1.0,RENT,68000.0,debt_consolidation,MA,17.53,0.0,70.7,39.0,0,23.0,verified
6000,36 months,16.29,1.0,RENT,23920.0,credit_card,IN,6.82,0.0,88.0,15.0,1,15.0,verified
2000,36 months,13.61,10.0,RENT,42996.0,debt_consolidation,PA,8.32,0.0,91.3,19.0,0,12.0,verified
28000,60 months,10.99,10.0,MORTGAGE,155000.0,credit_card,AL,15.33,0.0,52.5,51.0,0,22.0,verified
5800,36 months,6.99,5.0,MORTGAGE,75000.0,home_improvement,AZ,21.36,0.0,47.900000000000006,44.0,0,13.0,not verified
14000,36 months,14.42,10.0,RENT,69996.0,debt_consolidation,MA,21.21,0.0,92.0,58.0,0,16.0,not verified
35000,60 months,16.59,5.0,MORTGAGE,155000.0,credit_card,IL,7.15,0.0,71.3,20.0,0,17.0,verified
6000,36 months,6.03,4.0,RENT,78000.0,debt_consolidation,VA,13.82,0.0,9.1,20.0,0,19.0,not verified
13200,36 months,13.65,2.0,MORTGAGE,50000.0,debt_consolidation,VA,16.75,0.0,7.6,29.0,0,12.0,verified
6250,36 months,13.65,10.0,RENT,65000.0,debt_consolidation,AZ,1.88,1.0,33.800000000000004,18.0,0,31.0,not verified
10925,60 months,22.200000000000003,9.0,RENT,40600.0,debt_consolidation,CT,23.62,0.0,79.5,10.0,0,18.0,verified
12375,60 months,25.57,10.0,OWN,70000.0,debt_consolidation,NY,7.9,0.0,30.6,26.0,0,12.0,verified
5600,36 months,13.05,4.0,MORTGAGE,86000.0,credit_card,TX,29.32,0.0,77.2,26.0,0,8.0,verified
20500,36 months,21.0,10.0,RENT,76000.0,debt_consolidation,CA,32.2,1.0,69.3,39.0,1,27.0,verified
5000,36 months,12.69,6.0,RENT,30000.0,debt_consolidation,FL,23.36,0.0,45.1,15.0,1,11.0,not verified
20000,36 months,8.9,0.0,MORTGAGE,92000.0,debt_consolidation,OK,34.33,0.0,67.60000000000001,28.0,0,19.0,verified
11500,36 months,12.12,5.0,RENT,80000.0,debt_consolidation,NJ,9.65,0.0,67.3,23.0,1,19.0,not verified
7000,36 months,9.76,5.0,RENT,144000.0,home_improvement,CA,5.78,0.0,66.8,11.0,0,12.0,not verified
7400,36 months,7.51,10.0,MORTGAGE,76160.0,debt_consolidation,NY,11.12,0.0,78.80000000000001,30.0,0,22.0,verified
15000,36 months,5.42,2.0,MORTGAGE,135000.0,debt_consolidation,WA,9.72,0.0,27.3,15.0,0,14.0,verified
3200,36 months,15.8,5.0,MORTGAGE,53000.0,credit_card,KS,17.55,0.0,30.5,21.0,0,7.0,not verified
20000,36 months,10.99,8.0,MORTGAGE,83500.0,debt_consolidation,TX,24.98,1.0,32.4,30.0,0,10.0,verified
15000,60 months,11.99,8.0,MORTGAGE,88712.0,credit_card,CA,7.97,0.0,41.1,29.0,0,11.0,verified
11700,36 months,13.11,2.0,MORTGAGE,65000.0,credit_card,TX,24.72,0.0,63.2,23.0,1,11.0,verified
7200,36 months,17.27,8.0,MORTGAGE,60000.0,debt_consolidation,GA,10.0,0.0,15.7,62.0,0,13.0,verified
